account,artist,song_name,song_rank
了了,Nova Menco,Let's Jazz Flamenco,0
了了,Ulli Bögershausen,A Distant Land,0
了了,王馨平,别问我是谁,0
了了,黎明,从今开始,0
了了,赵照,当你老了 (Live),0
了了,恩田直幸,ZOOMING CLOUDS,0
了了,Bluchel & Von Deylen,Etoile Polaire,0
了了,黑鸭子,地藏王菩萨赞,0
了了,Eric Serra,The Diva Dance,0
了了,Will Young,Evergreen,0
了了,Robert Michaels,Aranjuez,0
了了,Justin Timberlake,Five Hundred Miles,0
了了,Freetempo,Holiday ( achordion ),0
了了,Damien Rice,9 Crimes,0
了了,DJ Deckstream,To Be With You,0
了了,王晓天,再见吧 喵小姐 (Live),0
了了,Kelis,Lil Star,0
了了,Jason Donovan,Sealed with a Kiss,0
了了,Omar Akram,Run Away with Me,0
了了,五彩呼伦贝尔儿童合唱团,梦中的额吉,0
了了,Boris Trusov,Aranjuez,0
了了,Toni Braxton,Take It Back,0
了了,Lionel Richie,Tender Heart,0
了了,Brad Paisley,Whiskey Lullaby,0
SANTEREDO,Buckethead,Stretching Lighthouse,0
SANTEREDO,Birdy,Comforting Sounds,0
SANTEREDO,The Kills,U.R.A. Fever,0
SANTEREDO,丢火车乐队,茶底世界,0
SANTEREDO,Lene Lovich,Lucky Number,0
SANTEREDO,Blind Melon,Change,0
SANTEREDO,Fad Gadget,Back To Nature,0
SANTEREDO,Robin Thicke,Blurred Lines,0
SANTEREDO,The Horrors,Endless Blue,0
SANTEREDO,Jason Walker,Down,0
SANTEREDO,Talking Heads,Psycho Killer,0
SANTEREDO,Lebanon Hanover,Gallowdance,0
SANTEREDO,Arctic Monkeys,Red Right Hand,0
SANTEREDO,Nick Cave & the Bad Seeds,Red Right Hand,0
SANTEREDO,Lydia Lunch,Gospel Singer,0
SANTEREDO,Lee DeWyze,Falling Slowly,0
SANTEREDO,Childs,Mariana,0
SANTEREDO,Bauhaus,Telegram Sam,0
SANTEREDO,鸭打鹅,Future Is A Cult,0
SANTEREDO,Brian Mcfadden,9 Crimes,0
了了,Linkin Park,Iridescent,0
fegefeuer,Natacha Atlas,Kidda,0
fegefeuer,The Railway Children,Another Town,0
fegefeuer,Scorpions,Always Somewhere,0
fegefeuer,78BPM,Red Moon ,0
fegefeuer,Yma Sumac,Bo Mambo,0
fegefeuer,Joan Baez,Donna Donna,0
fegefeuer,Dan Fogelberg,Sutter's Mill,0
fegefeuer,The Allman Brothers Band,Whipping Post,0
fegefeuer,Edwin Starr,War,0
fegefeuer,Procol Harum,Christmas Camel,0
fegefeuer,Lush,Ladykillers,0
fegefeuer,Gong,City of Self Fascination,0
fegefeuer,Chet Baker,I Fall in Love Too Easily,0
fegefeuer,Karjalan Sissit,Säkkijärven polkka,0
fegefeuer,Lene Lovich,Home,0
fegefeuer,Hugo Montenegro,"The Good, The Bad & The Ugly",0
fegefeuer,Country Joe & the Fish,Death Sound Blues,0
fegefeuer,Throwing Muses,Limbo,0
fegefeuer,10cc,Nothing Can Move Me [*],0
fegefeuer,The Doors,Soul Kitchen,0
fegefeuer,The Kinks,Sunny Afternoon,0
fegefeuer,Eagles,Hotel California,0
fegefeuer,The Kinks,Sunny Afternoon,0
fegefeuer,Grateful Dead,Box of Rain,0
fegefeuer,Bob Dylan,Like a Rolling Stone,0
SANTEREDO,Vampire Weekend,Ya Hey,0
SANTEREDO,The Chemical Brothers,All Rights Reversed,0
SANTEREDO,Beach Fossils,Taking Off,0
SANTEREDO,Tycho,Human Condition,0
SANTEREDO,Ulrich Schnauss,Shine,0
SANTEREDO,Of Montreal,The Past Is a Grotesque Animal,0
SANTEREDO,The Radio Dept.,1995,0
SANTEREDO,Public Image Ltd.,Human,0
SANTEREDO,大友良英,映画「潮騒のメモリー」,0
SANTEREDO,SBTRKT,Pharaohs,0
SANTEREDO,R. Kelly,If ,0
SANTEREDO,Ratatat,Lapland,0
SANTEREDO,Michael Brook,Carte Noir,0
SANTEREDO,张维良,梅花三弄(箫),0
SANTEREDO,Swell Maps,Robot Factory,0
SANTEREDO,Colin Newman,Alone,0
SANTEREDO,Mouse on Mars,Saturday Night Worldcup Fieber,0
SANTEREDO,Mouse on Mars,Stereomission,0
SANTEREDO,Jon Hopkins,Autumn Hill,0
SANTEREDO,Jon Hopkins,Colour Eye,0
SANTEREDO,Of Montreal,Gronlandic Edit,0
SANTEREDO,Paramore,The Only Exception,0
SANTEREDO,Mary-Jess,Did I Make The Most Of Loving You,0
SANTEREDO,Danielle Dax,Bed Caves,0
SANTEREDO,AGTM 木吉他俱乐部,风之国度,0
逆臣,Gang Starr,The Mall,5
逆臣,Hidetake Takayama,PUKE (Piano Version),5
逆臣,押尾コータロー,カノン  ,5
逆臣,王勇,Miss Jing's Blues,5
逆臣,Camp Lo,Killin' Em Softly,5
逆臣,Lacrimosa,Seele in Not,5
逆臣,The Commodores,Easy,5
逆臣,Beyond,走不开的快乐,5
逆臣,SoulChef,Wouldn't Be True,5
逆臣,レベッカ,Friends,5
逆臣,MC HotDog,你要去那里,5
逆臣,Eminem,Careful What You Wish For,5
逆臣,Dr. Dre,The Watcher,5
逆臣,奥戸巴寿,時には昔の話を,5
逆臣,Roxette,I'm Sorry,5
逆臣,S.E.N.S.,やさしさの選択,5
逆臣,Kurtis Blow,The Breaks,5
逆臣,Kurtis Blow,Rappin' Blow (Part 2),5
逆臣,陈勋奇,夜餐,5
逆臣,Sinéad O'Connor,I Believe in You,5
逆臣,Capo Productions,Sunshine,5
逆臣,卫华,留下油灯光,5
逆臣,草薙優梨,いとしき知床 (ボーカルバージョン),5
逆臣,西村由紀江,優しさの意味 (with古筝),5
逆臣,具志堅京子,梅の香り,5
ryenlea,Gary Lucas,"Lydia, the Tattooed Lady",0
ryenlea,Jake Miller,A Million Lives,0
ryenlea,Jake Nauta,Love Me Too,0
ryenlea,Alizée,La Isla Bonita,0
ryenlea,Eminem,The Monster,0
ryenlea,澤野弘之,TEARS OF THE DRAGON,0
ryenlea,菅野祐悟,Horizon,5
ryenlea,Otokaze,彩月​-​Sai​-​getsu-,0
ryenlea,ATSUSHI,二人の未来,0
ryenlea,ATSUSHI,最後の雨,0
ryenlea,ATSUSHI,小城大事 ～相信永恆～,0
ryenlea,ATSUSHI,MELROSE ~愛さない約束~,0
ryenlea,ATSUSHI,相信有一天…,0
ryenlea,BENNIE K,なごり夏,0
ryenlea,Marie Digby,Miss Invisible,0
ryenlea,Vampire Weekend,Step,0
ryenlea,Jamillions,Love You Like I do  ,5
ryenlea,B5,What It Do,0
ryenlea,Amy Diamond,Fast Forward,0
ryenlea,Alexa Lusader,Bittersweet,0
ryenlea,Kevin Kern,Bittersweet,0
ryenlea,张震岳,跑车与坦克,0
ryenlea,Diana Vickers,Music to Make Boys Cry,0
ryenlea,樋口了一,手紙~親愛なる子供たちへ~ ,5
ryenlea,James Blake,Wilhelms Scream,0
ryenlea,Missy Higgins,Sugarcane,5
dddddddsssss, Jim Bajor,Friends,0
dddddddsssss,Red Mitchell,She's Funny That Way,0
dddddddsssss,Stanley Turrentine,Love Letters,0
dddddddsssss,Paul Anka,True,0
dddddddsssss,Omara Portuondo,Amor de Mis Amores,0
dddddddsssss,Etta James,At Last,0
dddddddsssss,Buddy Guy,Ain't No Sunshine,0
dddddddsssss,Gotan Project,Santa Maria,0
dddddddsssss,Quadro Nuevo,L' Été Indien,0
dddddddsssss,Freddie Green,9:20 Special,0
dddddddsssss,Vince Guaraldi,O Tannenbaum,5
dddddddsssss,Wojciech Karolak,Dookola Wojtek (Jan 'Ptaszyn' Wroblewski),0
dddddddsssss,DJ OKAWARI,You Gotta Be,0
dddddddsssss,Nujabes,Counting Stars,0
dddddddsssss,歌ってみた,When They Cry,0
dddddddsssss,Tatjana,Santa Maria [Wah-Hey Mix],0
dddddddsssss,ZAN,Eternal Flow,0
dddddddsssss,moumoon,「Love is Everywhere」,0
dddddddsssss,Pax Japonica Groove,Million Mind,4
dddddddsssss,Stan Getz,The Girl from Ipanema,0
dddddddsssss,Lana Del Rey,Yayo,0
dddddddsssss,J.J. Johnson,"Going, Going, Gong!",0
dddddddsssss,Son Seals,Let It Go,4
dddddddsssss,大野雄二,ラヴ・スコール＜TVサイズ／エンディング70,0
dddddddsssss,Robin McKelle,Something's Gotta Give,0
shawn,The Ronettes,Be My Baby,0
shawn,Suede,Beautiful Ones,0
shawn,陈奕迅,因为爱情,0
shawn,Beyond,光辉岁月,0
shawn,Bruno Mars,Grenade,0
shawn,Corinne Bailey Rae,Like A Star,0
shawn,Carly Rae Jepsen,Tell Me,0
shawn,The Band Perry,If I Die Young,0
shawn,Dido,Life for Rent,0
lisijun,日本ACG,Mad Surfer,0
lisijun,男才女貌,胭脂畔,0
lisijun,妖精帝國,月鏡反魂シネラリウム,0
lisijun,Sixx: A.M.,Lies of the Beautiful People,0
lisijun,舞,鏡華水月,0
lisijun,栗山千明,コールドフィンガーガール,0
lisijun,島みやえい子,奈落の花,0
lisijun,藍井エイル,frozen eyez,0
lisijun,大红袍,恩赐解脱,0
lisijun,シド,嘘,0
lisijun,Noa,Necessary Pride,0
lisijun,石田燿子,OPEN YOUR MIND ~小さな羽根ひろげて~  ,0
lisijun,香料,Faint star,0
lisijun,Avril Lavigne,Knockin' on Heaven's Door,0
lisijun,高橋瞳,青空のナミダ,0
lisijun,麻生夏子,Everyday sunshine line!,0
lisijun,SOiL,Breaking Me Down,0
lisijun,Song Riders,ON FIRE,0
lisijun,Manami,Miss Little Voice,0
lisijun,結城アイラ,夢と月   ,0
lisijun,Plastic Tree,スピカ  ,0
lisijun,ミルキィホームズ,ナゾ!ナゾ? Happiness!!,0
lisijun,Sex Machineguns,人妻キラー,0
lisijun,Pantera,Cemetery Gates,0
lisijun,In Flames,Cloud Connected,0
smallmet,50 Cent,In da Club,0
smallmet,萧亚轩,最熟悉的陌生人,0
smallmet,Kevin Kern,Through the Arbor,0
smallmet,周杰伦,爷爷泡的茶(Live),0
smallmet,MONKEY MAJIK,Happiness,4
玩影,郝云,结了,0
玩影,郝云,突然想到理想这个词,0
玩影,好妹妹乐队,青城山下白素贞,0
玩影,赵雷,南方姑娘,0
玩影,G.E.M.邓紫棋,泡沫,0
玩影,Kristen Bell,For The First Time In Forever,0
玩影,陶喆,流沙,0
玩影,Kristen Bell,Do You Want To Build A Snowman?,0
玩影,Idina Menzel,Let It Go,0
玩影,Kristen Anderson-Lopez,For the First Time in Forever (Demo),0
玩影,Oasis,Let There Be Love,0
玩影,Linkin Park,Iridescent,0
玩影,Coldplay,The Scientist,0
玩影,便利商店,Silent Day,0
玩影,Coldplay,Yellow,0
玩影,宋冬野,董小姐,0
玩影,好妹妹,晚风,0
玩影,林俊杰,她说,0
玩影,The Beatles,It Won't Be Long,0
玩影,方大同,Moon River,0
玩影,Amy Winehouse,I Heard Love Is Blind,0
玩影,Jason Mraz,I'm Yours,0
玩影,Elton John,Your Song,0
玩影,Oasis,Stand by Me,0
玩影,The Beatles,Act Naturally,0
lisijun,地獄カルテット,言霊の天獄,0
lisijun,地獄カルテット,明日のあなたは何処へ,0
lisijun,地獄カルテット,愛しき者の飛翔,0
lisijun,地獄カルテット,君の後ろに僕はいるよ,0
lisijun,地獄カルテット,忘却の旅路,0
lisijun,地獄カルテット,蒼い月の下で,0
lisijun,地獄カルテット,王と王女の晩餐会,0
lisijun,地獄カルテット,悪漢のあとかくし,0
lisijun,地獄カルテット,螺旋の民,0
lisijun,地獄カルテット,緑血の遺伝子,0
lisijun,地獄カルテット,心酔の宴,0
lisijun,地獄カルテット,詩の苦涙,0
lisijun,地獄カルテット,狼少女の嘆き,0
lisijun,地獄カルテット,朝の許しを待ちて,0
lisijun,地獄カルテット,罪と罰の戦,0
lisijun,地獄カルテット,天国への道は険し,0
lisijun,地獄カルテット,永遠の微笑,0
lisijun,地獄カルテット,勇者の孤独,0
lisijun,地獄カルテット,愛想くらいの知恵,0
lisijun,地獄カルテット,存在の成りゆき,0
lisijun,地獄カルテット,幻の楓,0
lisijun,地獄カルテット,深海の序曲,0
smallmet,MONKEY MAJIK,Happiness,4
xiaobuding,Tim Ellis,Eternally Yours,0
xiaobuding,刘瑞琦,房间,0
lisijun,日本ACG,Mad Surfer,0
lisijun,男才女貌,胭脂畔,0
lisijun,妖精帝國,月鏡反魂シネラリウム,0
lisijun,Sixx: A.M.,Lies of the Beautiful People,0
lisijun,舞,鏡華水月,0
lisijun,栗山千明,コールドフィンガーガール,0
lisijun,島みやえい子,奈落の花,0
lisijun,藍井エイル,frozen eyez,0
lisijun,大红袍,恩赐解脱,0
lisijun,シド,嘘,0
lisijun,Noa,Necessary Pride,0
lisijun,石田燿子,OPEN YOUR MIND ~小さな羽根ひろげて~  ,0
lisijun,香料,Faint star,0
lisijun,Avril Lavigne,Knockin' on Heaven's Door,0
lisijun,高橋瞳,青空のナミダ,0
lisijun,麻生夏子,Everyday sunshine line!,0
lisijun,SOiL,Breaking Me Down,0
lisijun,Song Riders,ON FIRE,0
lisijun,Manami,Miss Little Voice,0
lisijun,結城アイラ,夢と月   ,0
lisijun,Plastic Tree,スピカ  ,0
lisijun,ミルキィホームズ,ナゾ!ナゾ? Happiness!!,0
lisijun,Sex Machineguns,人妻キラー,0
lisijun,Pantera,Cemetery Gates,0
lisijun,In Flames,Cloud Connected,0
武游士,Black Eyed Peas,Let's Get Retarded,0
武游士,高翊馨,一个人,0
武游士,张远,伤城,0
武游士,张震岳,在凌晨,0
武游士,薛之谦,其实,0
武游士,逃跑计划,一万次悲伤,0
武游士,Britney Spears,Till The World Ends,0
武游士,Laura Story,Grace,0
武游士,Sean Lennon,Parachute,0
武游士,Avicii,X You (Radio Edit),0
武游士,莫文蔚,爱情,5
武游士,T.I.,Whatever You Like,0
武游士,Passenger,Let Her Go,0
武游士,日本ACG,エターナルポーズ,0
武游士,Triplane,Dear Friends,0
武游士,土岐麻子,Gift ～あなたはマドンナ～,0
武游士,Murohashi Takuya,Sacrifice,0
武游士,Stéphane Pompougnac,Double Beat,0
武游士,Orsten,Fleur Blanche,0
武游士,Nomak,Moon Flow,0
武游士,Volta Masters,Mr.Lawrence / Heart Music Remix [1773],0
武游士,SMOOTH J,旅人~第1章~,0
武游士,押尾コータロー,LOVIN’ YOU    ,0
武游士,Sotte Bosse,夜空ノムコウ  ,0
武游士,Ayur,I Miss You,0
Arp 271,スキマスイッチ,Hello Especially,0
Arp 271,96猫,マトリョシカ ver96猫×vip店長,0
Arp 271,Eskobar,Whatever This Town,0
Arp 271,Coldplay,42,0
Arp 271,Israel Kamakawiwo'ole,Over The Rainbow,0
Arp 271,伊東歌詞太郎,One Step Ahead,0
Arp 271,Idina Menzel,Let It Go,0
Arp 271,Aimer,RE:I AM,0
Arp 271,Kylee,大好きなのに,0
Arp 271,EGOIST,All Alone With You,0
Arp 271,秦基博,Rain ,0
Arp 271,孙燕姿,克卜勒,0
Arp 271,伊織,キミがいれば,0
Arp 271,Spoken,Through it All,0
Arp 271,川嶋あい,Compass,0
Arp 271,CHABA,パレード,0
Arp 271,伊東歌詞太郎 ,期末試験の帝王,0
Arp 271,PENGIN,朝 answer,0
Arp 271,miwa,chAngE,0
Arp 271,Westlife,Fly Me to the Moon,0
Arp 271,Aimer,六等星の夜,0
Arp 271,しゅーず,威風堂々,0
Arp 271,CrossGear,酔恋花 -suirenka-,0
Arp 271,鹿乃,「ねぇ。」,0
Arp 271,Substreet,影踏みエトランゼ,0
狗猫,RubberBand,心照一生,5
狗猫,旅行团,于是我不再唱歌,5
狗猫,许哲珮,气球,5
狗猫,Pink Floyd,Comfortably Numb,5
狗猫,Pink Floyd,Wish You Were Here,5
狗猫,STEREO DIVE FOUNDATION,Daisy,5
狗猫,马頔,时间里的,5
狗猫,杨乃文,我离开我自己,5
狗猫,陈奕迅,一生中最爱 (Live),5
狗猫,卢冠廷,一生所爱,5
狗猫,丢火车乐队,茶底世界,5
狗猫,朴树,且听风吟,0
狗猫,Saosin,Sleepers,5
狗猫,My Chemical Romance,Famous Last Words,5
狗猫,声音碎片,情歌而已,0
狗猫,容祖儿,不好意思我爱你,0
狗猫,李宗盛,给自己的歌,0
狗猫,花粥,老中医,0
狗猫,宋冬野,董小姐,0
狗猫,马頔,时间里的,0
狗猫,GALA,娜娜,0
狗猫,GALA,水手公园,0
狗猫,GALA,Young For You ,0
狗猫,GALA,追梦赤子心,0
狗猫,自然卷,国王的心衣,0
cee,miu-clips,filled with melody,0
cee,Freetempo,Immaterial White,0
cee,BLU-SWING,FORGIVENESS,0
cee,효린,미치게 만들어,0
cee,Jazzanova,Just a Lil' Lovin',0
cee,Akira Kosemura,haze,0
cee,Twinz,Eastside LB,0
cee,Naomi,Dragon Tree,0
cee,Malene Mortensen,Desperado,0
cee,Pete Rock & C.L. Smooth,Carmel City,0
cee,Jazzamor,Fly Me To The Moon,0
cee,Tears for Fears,Elemental,0
cee,凛として時雨,moment A rhythm,0
cee,m-taku,One,0
cee,feat. Lauren Santiago &amp,Heat It From You,0
cee,Spiral Cow,Monkey Party,0
cee,Keyshia Cole,Love,0
cee,Bebe,Siempre Me Quedará,0
cee,Santana,The Game of Love,0
cee,Jojo Effect,Mambo Tonight,0
cee,Rachael Yamagata,Be Be Your Love,0
cee,Suicidal Angels,Bleeding Cries,0
cee,Camp Lo,Sparkle,0
cee,Puracane,Anyone Else,0
cee,Keyshia Cole,Fallin' Out,0
狗猫,Saosin,Sleepers,5
狗猫,My Chemical Romance,Famous Last Words,5
duranski,Igor Stravinsky,Duo Concertant - 5. Dithyrambe,0
duranski,Colleen,The Cello Song,0
duranski,Baths,Sleepless (Digital Only),0
duranski,Todd Edwards,Hold The Faith,0
duranski,Howie B,Switch,0
duranski,Jascha Heifetz,"Claude Debussy (1862-1918) - La fille aux cheveaux de lin/The Girl with the Flaxen Hair (Préludes, Livre/Book I, No. 8)",0
duranski,a-ha,Lifelines,0
duranski,Gerry Mulligan,Black Beat,0
duranski,LL Cool J,I Need Love,0
duranski,田原,In My Lives,0
duranski,Mmoths,Thnx,0
duranski,Fleet Foxes,Sun It Rises,0
duranski,nica,prelude,0
duranski,Kathryn Stott,Deux Arabesques: No. 1 - Claude Debussy,0
duranski,39 Steps,Road To Where?,0
duranski,Itzhak Perlman,Theme from the Age of Innocence,0
duranski,Fever Ray,When I Grow Up,0
duranski,Motoro Faam,Ridgeline,0
duranski,teruyuki nobuchika,p2d,0
duranski,Kashiwa Daisuke,stella ,0
duranski,Damon Albarn,Niger,0
duranski,Kraftwerk,Wellenlänge,0
duranski,James Brown,Original Disco Man,0
duranski,The Brothers Four,500 miles,0
duranski,Keren Ann,Not Going Anywhere,0
锦-哲,卫兰,心有不甘,0
锦-哲,卫兰,In Love Again (我这样爱你),0
锦-哲,Twins,眼红红,0
锦-哲,李治廷,Way Back Into Love,0
锦-哲,光良,童梦,0
锦-哲,光良,一个人走,0
锦-哲,廿四味,Wonderland,0
狗猫,My Little Airport,回到中学的暑假,0
狗猫,My Little Airport,我们一起离开吧,0
狗猫,My Little Airport,在动物园散步才是正经事,0
狗猫,Guns N' Roses,Don't Cry (Live),5
狗猫,张悬,关于我爱你,0
锦-哲,李逸朗,爱的故事(上集),0
锦-哲,李逸朗,超合金曲,0
锦-哲,周柏豪,我的宣言,0
锦-哲,丁当,猜不透,0
锦-哲,周杰伦,发如雪,0
锦-哲,Josh Hoge,Shadow,0
锦-哲,Kelly Clarkson,Before your love (New Mix),0
锦-哲,Joana Zimmer,Hearts Don't Lie  ,0
锦-哲,LEMS,Sakura waltz,0
锦-哲,LEMS,"Sakura waltz (CodeM"" Remix)",0
锦-哲,王若琳,Let's Start From Here,0
锦-哲,五月天,笑忘歌 (Ver. Hand in Hand),0
锦-哲,五月天,笑忘歌 (Live),0
Chris,Mariah Carey,Triumphant (Get 'Em),5
cee,Departure Lounge,I Love You,4
cee,宇多田ヒカル,メリークリスマス・ミスター・ローレンス-FYI,4
cee,宇多田ヒカル,カム・バック・トゥ・ミー,4
单反尤金,拉卡‧巫茂,赛德克‧巴莱之看见彩虹,5
狗猫,RubberBand,心照一生,5
狗猫,旅行团,于是我不再唱歌,5
狗猫,许哲珮,气球,5
狗猫,Pink Floyd,Comfortably Numb,5
狗猫,Pink Floyd,Wish You Were Here,5
狗猫,STEREO DIVE FOUNDATION,Daisy,5
狗猫,马頔,时间里的,5
狗猫,杨乃文,我离开我自己,5
狗猫,陈奕迅,一生中最爱 (Live),5
狗猫,卢冠廷,一生所爱,5
狗猫,丢火车乐队,茶底世界,5
狗猫,朴树,且听风吟,0
狗猫,Saosin,Sleepers,5
狗猫,My Chemical Romance,Famous Last Words,5
狗猫,声音碎片,情歌而已,0
狗猫,容祖儿,不好意思我爱你,0
狗猫,李宗盛,给自己的歌,0
狗猫,花粥,老中医,0
狗猫,宋冬野,董小姐,0
狗猫,马頔,时间里的,0
狗猫,GALA,娜娜,0
狗猫,GALA,水手公园,0
狗猫,GALA,Young For You ,0
狗猫,GALA,追梦赤子心,0
狗猫,自然卷,国王的心衣,0
duranski,Bliss,Kissing,0
duranski,Barbra Streisand,The Way We Were [From The Way We Were],0
duranski,Allan Taylor,Some Dreams,0
duranski,Jun Miyake,Abandon Sight,0
duranski,Karlheinz Stockhausen,Gesang Der Jünglinge,0
duranski,Bibio,The First Daffodils,0
duranski,Serge Gainsbourg,Ce Grand Mechant Vous,0
duranski,Andrea Guerra,La Chiese Di Legno,0
duranski,Robynn & Kendy,似水流年,0
duranski,张国荣,似水流年,0
duranski,Dustin O'Halloran,Opus 23,0
duranski,Engelbert Humperdinck,Have Yourself a Merry Little Christmas,0
duranski,Krystian Zimerman,"Concerto For Piano And Orchestra No. 1 In E minor, Op.11: Romance - Larghetto",0
duranski,Girls,Hellhole Ratrace,0
duranski,Edith Piaf,"Non, Je Ne Regrette Rien  ",0
duranski,The Brothers Four,Try to Remember,0
duranski,Frank Sinatra,Jingle Bells,0
duranski,Saxon Shore,Nothing Changes,0
duranski,Ultraísta,Gold Dayzz (Maribou State remix),0
duranski,Hior Chronik,Counting Days,0
duranski,Paul Williams,I Won't Last a Day Without You,0
duranski,Small Black,Photojournalist,0
duranski,John Cage,Dance III,0
duranski,Giorgio Moroder,Baby Blue,0
duranski,Bonobo,Days to Come,0
vacwang,MJ Cole,Sincere (Re-Cue'd),0
vacwang,Stevie Wonder,Saturn,0
vacwang,Intrusion,Little Angel,0
vacwang,Telefon Tel Aviv,Nothing Is Worth Losing That,0
vacwang,周凤岭,末法年代,0
vacwang,彭羚,给天边最爱的人,0
vacwang,David Sylvian,Weathered Wall,0
vacwang,David Sylvian,Red Guitar,0
vacwang,David Sylvian,Pulling Punches,0
vacwang,Dr. Who Dat?,Pharoah's Dream,0
vacwang,The Cars,Heartbeat City,5
vacwang,Four Tet,Locked,5
vacwang,Juan Atkins,Bassmental [Magic Juan Edit],0
vacwang,Model 500,Starlight,5
vacwang,VNV Nation,Suffer,5
vacwang,Intrusion,Montego Bay,5
vacwang,坂本龍一,森の人,4
vacwang,坂本龍一,Merry Christmas Mr.Lawrence,4
大佳依起来,Lynyrd Skynyrd,Sweet Home Alabama,0
大佳依起来,Daft Punk,Get Lucky (Radio Edit),0
mayaelephant,Dario Marianelli,I Found a Reason,0
mayaelephant,Dario Marianelli,Cry Me a River,0
mayaelephant,The Sandwitches,Joe Says,0
mayaelephant,Airliner,Trying to Be Clever,0
mayaelephant,이병우,에필로그(Epilogue),0
mayaelephant,Water Fai ,Kaiyon,0
mayaelephant,My Bloody Valentine,When You Sleep,0
mayaelephant,Splitter,Kalter Regen,0
mayaelephant,Saltillo,Giving In,0
mayaelephant,Chris Garneau,Relief,0
mayaelephant,Heima,December,0
mayaelephant,鬼束ちひろ,茨の海,0
mayaelephant,Miles Davis,Flamenco Sketches,0
mayaelephant,Aiúa,(Quiet Night) Falling Moon,0
mayaelephant,Eluvium,An Accidental Memory,0
mayaelephant,Cerb,On The Outside Fading In,0
mayaelephant,Ishi,Make It,0
mayaelephant,Kent,Socker,0
mayaelephant,Gnomusy,Ballerina,0
mayaelephant,U2,With Or Without You,0
mayaelephant,Schéol,les amants velours II,0
mayaelephant,Embrace,Gravity,0
mayaelephant,Arco,Alien,0
mayaelephant,Hermitage,Princess Leila,0
mayaelephant,The Beatles,Strawberry Fields Forever,0
vacwang,Intrusion,Montego Bay,5
vacwang,Intrusion,Montego Bay,5
mayaelephant,Damien Rice,The Connoisseur of Great Excuse,5
mayaelephant,梁静茹,飞鱼,5
mayaelephant,John Lennon,Love,5
mayaelephant,徐佳莹,乐园,5
mayaelephant,陈小霞,查无此人,5
浮夸、,莫文蔚,坚强的理由 (Live),0
浮夸、,曹方,伤心旅客,4
浮夸、,侃侃,嘀答(吉它版),0
浮夸、,曹震豪,18:30pm - 拥抱,0
浮夸、,Lily Allen,Fuck You  ,3
13665680864wang,東方神起,どうして君を好きになってしまったんだろう?,0
shoegazer,Amor De Dias,Dream (Dead Hands),0
shoegazer,Lili & Sussie,What's The Colour Of Love,0
shoegazer,Caia,La Telecabine,0
shoegazer,The Shins,It's Only Life,0
shoegazer,Jet Plane,Turquoise,0
shoegazer,Sumner McKane,Riding in Cars in the Woods,0
shoegazer,All India Radio,Night,0
shoegazer,Rilo Kiley,Dreamworld,0
shoegazer,Emiliana Torrini,Big Jumps ,0
shoegazer,Mona,Shooting The Moon,0
shoegazer,Dirty Three,Hope,0
shoegazer,Josh Rouse,These Long Summer Days,0
shoegazer,The Last Morning Soundtrack,Such A Cold Winter,0
shoegazer,Ólafur Arnalds,Day 2: Near Light,0
shoegazer,α·Pav,花言葉,0
shoegazer,Ólafur Arnalds,Raein,0
shoegazer,ROMANTIC PRODUCTION,Butterfly Kiss,0
shoegazer,The Heart Strings,Pedalo,0
shoegazer,hummingbert stereo,Falling blossoms,0
shoegazer,α·Pav,秋道,0
shoegazer,Sophie Zelmani,Always You,0
shoegazer,Sophie Zelmani,Going Home,0
shoegazer,SubUrban,All Those Moments,0
shoegazer,Tycho,Hours,0
shoegazer,Tycho,Hours (Teen Daze Remix),0
这个号不用了,中孝介,恋,4
这个号不用了,Kenny G,Going Home,4
这个号不用了,Secondhand Serenade,You Are a Drug,4
这个号不用了,Brian McKnight,Marilie,4
这个号不用了,Robin Thicke,Love After War,4
梅柯伟,林峯,爱不疚,0
梅柯伟,Pixie Lott,All About Tonight,0
犬丸,葛平,一天一炮的绘画教室,0
犬丸,伍夏秋,焗染烫,0
犬丸,伍夏秋,洗剪吹,0
犬丸,帅浪吊逼,鼻涕噶扎半干饭,0
犬丸,范博,欢迎来延安,0
犬丸,马飞,李导演,0
犬丸,黑撒,城市夜生活的副作用 ,0
犬丸,黑撒,陕西美食 ,0
犬丸,张伯宏,北京土著 ,0
犬丸,马飞,游戏机,0
犬丸,Lil Ray,北京的饭馆儿,0
犬丸,The LoveCrave,Thriller [Michael Jackson Cover],0
犬丸,Deadlock,Temple Of Love (Sisters Of Mercy Cover),0
犬丸,Neranature,The Worlds Not Enough (Garbage Cover),0
犬丸,Snake River Conspiracy,Breed,0
slyn,梁静茹,情歌没有告诉你,5
slyn,陈奕迅,因为爱情,5
slyn,林俊杰,美人鱼,5
slyn,王若琳,Let's Start From Here,5
slyn,陈奕迅,苦瓜,5
slyn,谢霆锋,你微笑时好美,5
slyn,Lil'B,つないだ手,5
slyn,陈奕迅,六月飞霜,5
slyn,五月天,温柔,5
slyn,Avril Lavigne,What The Hell,3
了。,伊能静,你是我的幸福吗,0
了。,方大同,小方,0
了。,梁朝伟,Hua Yang Nian Hua (Remix),0
了。,昊恩家家,不自由,0
了。,卢广仲,大人中,0
了。,Finzy Kontini,Cha Cha Cha ,0
了。,好妹妹乐队,周末我们去海边,0
了。,五月天,温柔(还你自由版),0
了。,杨千嬅,Single,0
